Title,type,country,date_added,release_year,rating,duration,description,IMDb,Genre,Avg Rating per Genre,Growth Outcome
The Reliant,Movie,United States,2020-04-28,2019,PG-13,116 min,"When a town suffers an economic collapse, social unrest forces a family to seek refuge in the wilderness as bitter outlaws threaten their survival.",3.6,Drama,6.57,0
The Repair Shop,TV Show,United Kingdom,2020-12-01,2018,TV-PG,1 Season,Expert artisans restore timeworn family heirlooms with touching sentimental value while also uncovering their uniquely rich histories.,8.6,Reality,6.48,0
The Reservoir Game,Movie,South Korea,2018-01-12,2017,TV-MA,100 min,"An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak.",6.1,Documentaries,7.03,0
The Resistance Banker,Movie,Netherlands,2018-09-11,2018,TV-MA,123 min,"Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.",6.9,Drama,6.57,0
The Ridiculous 6,Movie,United States,2015-12-11,2015,TV-14,120 min,"When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.",4.8,Comedy,6.34,0
The Ring,Movie,United States,2020-01-01,2002,PG-13,116 min,A reporter watches a video that supposedly sets in motion the viewer's death in seven days. Can she unravel the mystery before her own time is up?,7.1,Horror,5.52,0
The Rise of Phoenixes,TV Show,China,2018-09-14,2018,TV-14,1 Season,"When a secret from the past rears its head, a respected court scholar must choose between avenging her family and staying true to the prince she loves.",8.6,Action & Adventure,6.14,0
The Ritual,Movie,"United Kingdom, Canada",2018-02-09,2018,TV-MA,95 min,"Four friends with a long-standing – but strained – connection take a hiking trip into the Swedish wilderness, from which they may never return.",6.3,Horror,5.52,0
The Road to Calvary,TV Show,Russia,2018-09-01,2017,TV-14,1 Season,"Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them.",7.7,Drama,6.57,0
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,Movie,United States,2019-10-29,2019,TV-14,14 min,"Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of ""El Camino.""",7.1,Documentaries,7.03,0
The Roommate,Movie,United States,2020-04-01,2011,PG-13,91 min,"While acclimating to campus life, college freshman Sara begins to realize that her new roommate, Rebecca, is becoming obsessed with her.",4.8,Thrillers,5.85,0
The Rover,Movie,"Australia, United States",2018-07-19,2014,R,103 min,"Set in a chaotic future, this Outback saga follows loner Eric's brutal ordeal when a criminal gang takes his car and leaves him nowhere with nothing.",6.4,Thrillers,5.85,0
The Royal House of Windsor,TV Show,United Kingdom,2017-09-30,2017,TV-MA,1 Season,"Drawing on newly available info, this show traces how the British royal family has survived the last 100 years of power struggles, politics and more.",7.4,Documentaries,7.03,0
The Rugrats Movie,Movie,United States,2019-10-01,1998,G,81 min,"When his baby brother Dil is born, Tommy Pickles and his pals decide that he's too much responsibility and try to return him to the hospital.",5.9,Comedy,6.34,0
The Runaways,Movie,United States,2020-04-01,2010,R,107 min,"This biopic charts the rise of the rebellious California girls who formed the 1970s rock group the Runaways, paving the way for future girl musicians.",6.5,Drama,6.57,0
The Runner,Movie,United States,2017-09-08,2015,R,90 min,A New Orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.,4.7,Drama,6.57,0
The Ruthless,Movie,"Italy, France",2019-04-19,2019,TV-MA,111 min,A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s.,6.2,Drama,6.57,0
The Ryan White Story,Movie,United States,2011-10-01,1989,TV-PG,94 min,"After contracting HIV from a tainted blood treatment, teenaged hemophiliac Ryan White is forced to fight for his right to attend public school.",7.3,Drama,6.57,0
The Sapphires,Movie,Australia,2019-04-26,2012,PG-13,99 min,"Sisters Gail, Cynthia and Julie have talent, but their career takes off when promoter Dave convinces them to tour for U.S. troops in Vietnam.",7.0,Comedy,6.34,0
The Score,Movie,"Germany, Canada, United States",2019-11-28,2001,R,124 min,"Ready-to-retire safecracker Nick, flamboyant fence Max and talented but volatile thief Jackie team up to rob the Montreal Customs House.",6.8,Drama,6.57,0
The Sea of Trees,Movie,United States,2018-11-08,2015,PG-13,111 min,"A brooding American unable to cope with personal crisis travels to ""suicide forest"" near Mount Fuji, where he meets a fellow lost wanderer.",6.1,Drama,6.57,0
The Search for Life in Space,Movie,United States,2018-04-01,2016,TV-G,32 min,"To determine whether we're alone in the universe, astrobiologists look to Jupiter, Mars and, closer to home, extreme environments on Earth.",6.4,Documentaries,7.03,0
The Secret Life of Pets 2,Movie,"United States, France, Japan",2019-12-27,2019,PG,86 min,"On a farm outside New York, Max aims to boost his confidence while in the city, Snowball attempts to rescue a tiger cub and Gidget pretends to be a cat.",6.5,Comedy,6.34,0
The Set Up,Movie,Nigeria,2020-04-22,2019,TV-MA,105 min,Manipulation and personal vendettas collide when a con artist hires a young woman to assist with his scheme to marry a wealthy heiress.,4.4,Drama,6.57,0
The Seven Deadly Sins,TV Show,Japan,2020-08-06,2019,TV-14,4 Seasons,"When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm.",8.1,Anime,7.67,1
The Seventies,TV Show,United States,2018-09-30,2015,TV-PG,1 Season,"This series examines 1970s America, focusing on the major political and historical landmarks of the decade and the cultural response to those events.",8.3,Documentaries,7.03,0
The Shannara Chronicles,TV Show,"United States, New Zealand",2018-01-22,2018,TV-MA,2 Seasons,"After the destruction of civilization, three young heroes become Earth's last hope for salvation when a massive force of demons threatens the planet.",7.2,Drama,6.57,0
The Short Game,Movie,United States,2013-12-12,2013,PG,100 min,"They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school.",7.4,Documentaries,7.03,0
The Siege of Jadotville,Movie,"Ireland, South Africa",2016-10-07,2016,TV-MA,108 min,"Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story.",7.2,Drama,6.57,0
The Signal,Movie,United States,2018-07-13,2014,PG-13,97 min,"During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert.",6.1,Sci-Fi & Fantasy,5.82,0
The Silence of the Marsh,Movie,Spain,2020-04-22,2019,TV-MA,93 min,"While researching corruption for his new book, a successful crime novelist shades the line between fiction and reality.",5.0,Thrillers,5.85,0
The Sinner,TV Show,United States,2019-08-01,2018,TV-MA,2 Seasons,"When a young mother inexplicably stabs a stranger to death, a sympathetic detective struggles to unlock the mystery buried in her missing memories.",8.0,Crime,7.41,1
The Skin of the Wolf,Movie,Spain,2018-07-06,2018,TV-MA,110 min,An animal trapper living in an abandoned mountain town in northern Spain seeks to resolve his loneliness by securing a wife.,5.7,Drama,6.57,0
The Sky Is Pink,Movie,"India, United Kingdom, Canada, United States",2019-12-11,2019,TV-MA,143 min,"After succumbing to her terminal illness, a teenager posthumously narrates her parents’ tenacious relationship in this drama based on a true story.",7.5,Drama,6.57,0
The Social Network,Movie,United States,2020-04-01,2010,PG-13,121 min,Director David Fincher's biographical drama chronicles the meteoric rise of Facebook CEO Mark Zuckerberg from Harvard sophomore to Internet superstar.,7.7,Drama,6.57,0
The Society,TV Show,United States,2019-05-10,2019,TV-MA,1 Season,"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.",7.0,Drama,6.57,0
The Sound of Your Heart,TV Show,South Korea,2017-02-24,2016,TV-14,1 Season,"Based on Korea's longest-running webtoon series, this comedy follows the ridiculous daily lives of a cartoonist, his girlfriend and his subpar family.",8.3,Comedy,6.34,0
The Sound of Your Heart: Reboot,TV Show,South Korea,2018-12-03,2018,TV-14,2 Seasons,"Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast.",5.6,Comedy,6.34,0
The Space Between Us,Movie,United States,2019-06-01,2016,PG-13,120 min,"After years of limited contact with Earth, an inquisitive teen who lives on Mars makes an interplanetary trek to discover his own origins.",6.4,Action & Adventure,6.14,0
The Spectacular Now,Movie,United States,2018-07-15,2013,R,95 min,"Classmates Aimee and Sutter form an unlikely friendship, and after helping Aimee raise her social confidence, Sutter begins falling for his creation.",7.1,Drama,6.57,0
The Spiderwick Chronicles,Movie,United States,2019-03-01,2008,PG,97 min,"When city-raised twins move to a tumbledown country mansion, it's quite an adjustment – especially after they uncover a magical fantasy world.",6.5,Children,6.47,0
The Spooky Tale of Captain Underpants Hack-a-ween,Movie,United States,2019-10-08,2019,TV-Y7,46 min,"When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday – and it's a huge success!",6.3,Comedy,6.34,0
The Spy,TV Show,France,2019-09-06,2019,TV-MA,1 Season,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.",7.9,Drama,6.57,0
The Square,Movie,"United Kingdom, Egypt, United States",2014-01-17,2013,TV-MA,105 min,"This Emmy-winning, street-level view of the 2011 Egyptian Revolution captures the astonishing uprising that led to the collapse of two governments.",8.1,Documentaries,7.03,0
The Squid and the Whale,Movie,United States,2019-10-01,2005,R,81 min,This insightful drama looks at the crumbling marriage between a self-centered novelist – whose career is waning – and his up-and-coming writer wife.,7.3,Comedy,6.34,0
The Staircase,TV Show,France,2018-06-08,2018,TV-MA,1 Season,"Accident or murder? After the mysterious death of his wife, author Michael Peterson watches his life go under the microscope.",7.9,Crime,7.41,1
The Stand at Paxton County,Movie,United States,2020-05-02,2020,R,103 min,A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.,6.4,Drama,6.57,0
The Standups,TV Show,United States,2018-03-20,2018,TV-MA,2 Seasons,"Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",6.7,Comedy,6.34,0
The Stanford Prison Experiment,Movie,United States,2017-06-17,2015,R,122 min,"Conducting a study on the psychology of incarceration, a Stanford professor assigns guard and prisoner roles to 24 male test subjects in a mock jail.",6.9,Drama,6.57,0
The Story of God with Morgan Freeman,TV Show,United States,2019-02-01,2017,TV-14,2 Seasons,"Host Morgan Freeman explores religion's role in human history, how our beliefs connect us and possible answers to life's million-dollar questions.",7.9,Documentaries,7.03,0
The Story of Us with Morgan Freeman,TV Show,United States,2019-02-01,2017,TV-14,1 Season,"Explore the forces of love, belief, power, war, peace, rebellion and freedom in this series about the ties that bind – and destroy – humanity.",7.5,Documentaries,7.03,0
The Stranded,TV Show,Thailand,2019-11-15,2019,TV-MA,1 Season,"Trapped on an island destroyed by a tsunami, the students of an elite school try to hold on to hope. But mysterious forces seem to work against them.",6.3,Drama,6.57,0
The Student,Movie,United States,2019-03-15,2017,TV-14,90 min,"When a law professor fails an ambitious student for academic dishonesty, he goes to terrifying lengths to seek revenge for more than just his grade.",6.9,Thrillers,5.85,0
