Title,type,country,date_added,release_year,rating,IMDb,Genre,Growth Outcome
Gagarin: First in Space,Movie,Russia,2017-09-15,2013,TV-14,6.6,Drama,1
Teresa,TV Show,Mexico,2017-12-31,2010,TV-PG,7.7,Romance,1
Blue Valentine,Movie,United States,2018-07-05,2010,R,7.4,Drama,1
Burlesque,Movie,United States,2019-12-16,2010,PG-13,6.4,Drama,1
El Clon,TV Show,United States,2017-05-18,2010,TV-14,6.8,Drama,1
For Colored Girls,Movie,United States,2020-05-01,2010,R,6.1,Drama,1
The Company Men,Movie,United States,2018-07-28,2010,R,6.7,Drama,1
The Runaways,Movie,United States,2020-04-01,2010,R,6.5,Drama,1
The Social Network,Movie,United States,2020-04-01,2010,PG-13,7.7,Drama,1
Don't Be Afraid of the Dark,Movie,United States,2019-11-02,2010,R,5.6,Horror,0
Insidious,Movie,United States,2019-05-09,2010,PG-13,6.8,Horror,0
Inception,Movie,United States,2020-01-01,2010,PG-13,8.8,Action & Adventure,0
The Tourist,Movie,United States,2020-01-07,2010,PG-13,6.0,Action & Adventure,0
Women Behind Bars,TV Show,United States,2016-11-01,2010,TV-14,6.5,Crime,1
Life 2.0,Movie,United States,2017-04-01,2010,TV-MA,6.2,Documentaries,1
The Jaime Maussan Show,TV Show,United States,2017-12-01,2010,TV-PG,4.9,Documentaries,1
Bill Burr: Let It Go,Movie,United States,2017-11-10,2010,NR,8.4,Comedy,0
Cats & Dogs: The Revenge of Kitty Galore,Movie,United States,2019-02-01,2010,PG,4.3,Comedy,0
Dinner for Schmucks,Movie,United States,2020-01-01,2010,PG-13,5.9,Comedy,0
Get Him to the Greek,Movie,United States,2020-01-16,2010,R,6.4,Comedy,0
Kevin Hart: Seriously Funny,Movie,United States,2018-10-01,2010,TV-MA,7.6,Comedy,0
Scott Pilgrim vs. the World,Movie,United States,2018-09-16,2010,PG-13,7.5,Comedy,0
Sex and the City 2,Movie,United States,2021-01-01,2010,R,4.5,Comedy,0
She's Out of My League,Movie,United States,2019-11-20,2010,R,6.4,Comedy,0
The Bounty Hunter,Movie,United States,2019-10-01,2010,PG-13,5.6,Comedy,0
The Boy Who Cried Werewolf,Movie,United States,2019-11-02,2010,TV-Y,6.0,Comedy,0
The Other Guys,Movie,United States,2020-02-01,2010,PG-13,6.6,Comedy,0
Whitney Cummings: Money Shot,Movie,United States,2019-01-01,2010,TV-MA,6.3,Comedy,0
Barbie in A Mermaid Tale,Movie,United States,2017-10-01,2010,TV-Y,6.2,Children,1
Barbie: A Fairy Secret,Movie,United States,2017-10-01,2010,TV-Y7,5.7,Children,1
Monster High: New Ghoul at School,Movie,United States,2017-10-01,2010,TV-Y7,6.8,Children,1
Sym-Bionic Titan,TV Show,United States,2019-12-15,2010,TV-PG,8.1,Children,1
The Last Airbender,Movie,United States,2020-04-08,2010,PG,4.1,Children,1
Çok Filim Hareketler Bunlar,Movie,Turkey,2017-03-10,2010,TV-MA,4.3,Comedy,0
Romantik Komedi,Movie,Turkey,2017-03-10,2010,NR,5.3,Comedy,0
Aashayein,Movie,India,2017-10-22,2010,TV-14,7.1,Drama,0
Guzaarish,Movie,India,2018-08-02,2010,TV-14,7.4,Drama,0
Kajraare,Movie,India,2017-10-22,2010,TV-14,2.9,Drama,0
Karthik Calling Karthik,Movie,India,2019-12-15,2010,TV-14,7.0,Drama,0
Once Upon a Time in Mumbaai,Movie,India,2019-05-15,2010,NR,7.4,Drama,0
Paan Singh Tomar,Movie,India,2018-11-01,2010,TV-14,8.2,Drama,0
Raajneeti,Movie,India,2018-08-02,2010,TV-14,7.1,Drama,0
Udaan,Movie,India,2018-10-01,2010,TV-MA,8.2,Drama,0
Virsa,Movie,India,2019-01-30,2010,TV-14,5.8,Drama,0
We Are Family,Movie,India,2018-10-01,2010,TV-14,6.1,Drama,0
Hisss,Movie,India,2017-12-01,2010,TV-MA,2.8,Horror,0
Powder,TV Show,India,2018-02-15,2010,TV-14,6.6,Crime,1
Action Replayy,Movie,India,2020-05-11,2010,TV-PG,4.2,Comedy,0
Chance Pe Dance,Movie,India,2018-11-01,2010,TV-14,4.7,Comedy,0
Do Dooni Chaar,Movie,India,2018-11-01,2010,TV-PG,7.6,Comedy,0
I Am Kalam,Movie,India,2018-07-01,2010,TV-PG,8.0,Comedy,0
I Hate Luv Storys,Movie,India,2018-08-02,2010,TV-14,5.6,Comedy,0
Mahi Way,TV Show,India,2018-03-01,2010,TV-14,7.8,Comedy,0
Rishta.com,TV Show,India,2018-03-15,2010,TV-14,8.5,Comedy,0
Tees Maar Khan,Movie,India,2018-08-02,2010,TV-PG,2.5,Comedy,0
Tum Milo Toh Sahi,Movie,India,2018-07-01,2010,TV-14,5.7,Comedy,0
Even the Rain,Movie,Spain,2011-05-17,2010,TV-MA,7.4,Drama,0
A Man Called God,TV Show,South Korea,2019-03-12,2010,TV-14,5.8,Crime,1
Bleach the Movie: Hell Verse,Movie,Japan,2016-10-15,2010,TV-14,7.4,Action & Adventure,1
Angel Beats!,TV Show,Japan,2019-07-15,2010,TV-PG,7.7,Anime,1
Black Butler,TV Show,Japan,2020-09-30,2010,TV-MA,7.8,Anime,1
Fullmetal Alchemist: Brotherhood,TV Show,Japan,2018-01-01,2010,TV-14,9.1,Anime,1
Hunt to Kill,Movie,Canada,2020-01-01,2010,R,5.2,Action & Adventure,0
Rush: Beyond the Lighted Stage,Movie,Canada,2017-02-15,2010,TV-MA,8.4,Documentaries,1
Tucker and Dale vs. Evil,Movie,Canada,2019-03-29,2010,R,7.5,Comedy,0
Resident Evil: Afterlife,Movie,Germany,2020-01-01,2010,R,5.8,Horror,0
Chandani: The Daughter of the Elephant Whisperer,Movie,Germany,2017-03-01,2010,TV-G,7.1,Documentaries,1
Sarah's Key,Movie,France,2019-09-21,2010,PG-13,7.5,Drama,1
From Paris with Love,Movie,France,2020-09-08,2010,R,6.5,Action & Adventure,0
The King's Speech,Movie,United Kingdom,2018-06-02,2010,R,8.0,Drama,1
Senna,Movie,United Kingdom,2019-10-01,2010,PG-13,8.5,Documentaries,1
The Inbetweeners,TV Show,United Kingdom,2018-01-01,2010,TV-MA,8.4,Comedy,1
The Fierce Wife,TV Show,Taiwan,2016-09-01,2010,TV-MA,6.7,Drama,1
The Chord,Movie,Egypt,2019-06-20,2010,TV-MA,6.1,Drama,0
The Ant's Scream,Movie,Egypt,2019-06-13,2010,TV-14,6.2,Comedy,0
Still,Movie,Thailand,2018-09-14,2010,TV-MA,4.4,Horror,0
Bang Rajan 2,Movie,Thailand,2018-07-25,2010,TV-MA,5.5,Action & Adventure,0
Yes or No,Movie,Thailand,2018-12-06,2010,TV-PG,6.8,Romance,1
The Tudors,TV Show,Ireland,2018-01-08,2010,TV-MA,8.1,Drama,1
14 Blades,Movie,Hong Kong,2019-04-03,2010,R,6.3,Action & Adventure,0
Ip Man 2,Movie,Hong Kong,2016-01-15,2010,R,7.5,Action & Adventure,0
Once a Gangster,Movie,Hong Kong,2018-12-01,2010,TV-MA,5.8,Comedy,0
Stray Bullet,Movie,Lebanon,2020-06-18,2010,TV-MA,6.1,Drama,1
El Cartel 2,TV Show,Colombia,2018-08-24,2010,TV-MA,6.8,Crime,1
21,Movie,United States,2020-01-01,2008,PG-13,6.8,Drama,1
Jericho,TV Show,United States,2017-08-16,2008,TV-14,7.2,Drama,1
Cloverfield,Movie,United States,2020-01-01,2008,PG-13,7.0,Horror,0
Interview with a Serial Killer,Movie,United States,2016-08-01,2008,TV-MA,5.9,Documentaries,1
Bolt,Movie,United States,2018-07-22,2008,PG,6.8,Comedy,0
Garfield's Fun Fest,Movie,United States,2020-01-01,2008,TV-Y7,4.4,Comedy,0
Madagascar: Escape 2 Africa,Movie,United States,2020-05-01,2008,PG,6.6,Comedy,0
The Longshots,Movie,United States,2019-01-30,2008,PG,5.4,Comedy,0
Yes Man,Movie,United States,2020-01-01,2008,PG-13,6.8,Comedy,0
Zack and Miri Make a Porno,Movie,United States,2018-10-01,2008,R,6.5,Comedy,0
Indiana Jones and the Kingdom of the Crystal Skull,Movie,United States,2019-01-01,2008,PG-13,6.1,Children,1
Sid the Science Kid,TV Show,United States,2020-03-31,2008,TV-Y,5.4,Children,1
The Spiderwick Chronicles,Movie,United States,2019-03-01,2008,PG,6.5,Children,1
Contract,Movie,India,2019-03-02,2008,TV-14,4.2,Drama,0
Fashion,Movie,India,2018-08-02,2008,TV-MA,6.9,Drama,0
Jodhaa Akbar,Movie,India,2018-10-01,2008,TV-14,7.6,Drama,0
Mumbai Meri Jaan,Movie,India,2018-11-01,2008,TV-MA,7.7,Drama,0
Rock On!!,Movie,India,2019-12-15,2008,TV-14,7.8,Drama,0
Sat Sri Akal,Movie,India,2019-01-30,2008,TV-14,5.8,Drama,0
Tahaan,Movie,India,2018-07-15,2008,TV-14,7.1,Drama,0
1920,Movie,India,2017-12-15,2008,TV-MA,6.4,Horror,0
Race,Movie,India,2018-10-01,2008,TV-14,6.7,Action & Adventure,0
C Kkompany,Movie,India,2019-05-31,2008,TV-14,5.4,Comedy,0
Jaane Tu... Ya Jaane Na,Movie,India,2021-01-10,2008,TV-14,7.5,Comedy,0
Kismat Konnection,Movie,India,2018-10-01,2008,TV-PG,5.2,Comedy,0
Oye Lucky! Lucky Oye!,Movie,India,2018-11-01,2008,TV-14,7.7,Comedy,0
Ugly Aur Pagli,Movie,India,2019-02-15,2008,TV-14,3.7,Comedy,0
Welcome to Sajjanpur,Movie,India,2018-11-01,2008,TV-14,6.9,Comedy,0
Karzzzz,Movie,India,2017-10-22,2008,TV-14,2.1,Romance,1
Aamir,Movie,India,2018-11-01,2008,TV-14,7.7,Thrillers,0
The Rainbow Troops,Movie,Indonesia,2018-10-21,2008,TV-PG,7.8,Drama,1
Verses of Love,Movie,Indonesia,2019-03-27,2008,TV-PG,7.1,Drama,1
Japanese Style Originator,TV Show,Japan,2017-05-01,2008,TV-G,8.2,Comedy,1
Dinosaur King,TV Show,Japan,2018-06-02,2008,TV-Y7,5.5,Children,1
Vampire Knight,TV Show,Japan,2016-10-15,2008,TV-14,7.5,Romance,1
Code Geass: Lelouch of the Rebellion,TV Show,Japan,2019-05-01,2008,TV-MA,8.6,Anime,1
Soul Eater,TV Show,Japan,2020-01-16,2008,TV-14,7.8,Anime,1
Set Off,Movie,China,2018-12-01,2008,TV-MA,6.5,Drama,1
The Legend of Bruce Lee,TV Show,China,2017-07-07,2008,TV-14,7.0,Drama,1
Trailer Park Boys: Say Goodnight to the Bad Guys,Movie,Canada,2018-03-01,2008,TV-MA,7.9,Comedy,0
Berlin Calling,Movie,Germany,2017-01-15,2008,TV-MA,7.3,Drama,1
Dead Set,TV Show,United Kingdom,2016-09-01,2008,TV-MA,7.7,Horror,0
Gina Yashere: Skinny B*tch,Movie,United Kingdom,2018-12-31,2008,TV-MA,6.1,Comedy,1
The Love Guru,Movie,United Kingdom,2019-11-20,2008,PG-13,3.8,Comedy,1
Caregiver,Movie,Philippines,2019-03-05,2008,TV-14,6.3,Drama,0
The Only Mother To You All,Movie,Philippines,2019-02-27,2008,TV-PG,5.4,Comedy,0
Ip Man,Movie,Hong Kong,2016-01-15,2008,R,8.0,Drama,0
A Dangerous Woman,Movie,United States,2018-04-01,1993,R,5.8,Drama,1
Philadelphia,Movie,United States,2019-07-01,1993,PG-13,7.7,Drama,1
What's Eating Gilbert Grape,Movie,United States,2021-01-01,1993,PG-13,7.8,Drama,1
Star Trek: The Next Generation,TV Show,United States,2018-04-02,1993,TV-PG,8.6,Action & Adventure,1
Sliver,Movie,United States,2020-01-01,1993,R,5.0,Thrillers,0
Maya Memsaab,Movie,France,2017-06-01,1993,TV-14,5.3,Drama,1
Bill Hicks: Revelations,Movie,United Kingdom,2018-12-31,1993,TV-MA,8.6,Comedy,1
The Bare-Footed Kid,Movie,Hong Kong,2018-08-16,1993,TV-14,6.5,Action & Adventure,0
The Mad Monk,Movie,Hong Kong,2018-08-16,1993,TV-14,6.2,Comedy,0
A Single Man,Movie,United States,2019-11-11,2009,R,7.6,Drama,1
Brooklyn's Finest,Movie,United States,2018-10-01,2009,R,6.7,Drama,1
Carriers,Movie,United States,2019-11-20,2009,PG-13,6.0,Horror,0
Cirque du Freak: The Vampire's Assistant,Movie,United States,2018-04-16,2009,PG-13,5.8,Horror,0
Splatter,Movie,United States,2009-11-18,2009,TV-MA,3.1,Horror,0
The Final Destination,Movie,United States,2020-01-01,2009,R,5.2,Horror,0
9,Movie,United States,2017-11-16,2009,PG-13,7.1,Action & Adventure,0
Terminator Salvation,Movie,United States,2020-01-01,2009,PG-13,6.5,Action & Adventure,0
Life on Location,TV Show,United States,2015-04-22,2009,TV-G,7.5,Documentaries,1
The Man Who Would Be Polka King,Movie,United States,2018-01-12,2009,TV-14,6.2,Documentaries,1
The Universe,TV Show,United States,2019-09-15,2009,TV-14,8.8,Documentaries,1
WWII in HD,TV Show,United States,2020-05-02,2009,TV-14,8.7,Documentaries,1
A Serious Man,Movie,United States,2018-01-16,2009,R,7.0,Comedy,0
Cloudy with a Chance of Meatballs,Movie,United States,2021-01-01,2009,PG,3.3,Comedy,0
Imagine That,Movie,United States,2019-12-07,2009,PG,5.6,Comedy,0
Jim Gaffigan: King Baby,Movie,United States,2016-08-11,2009,TV-PG,7.8,Comedy,0
Julie & Julia,Movie,United States,2021-01-01,2009,PG-13,7.0,Comedy,0
Kevin Hart: I'm a Grown Little Man,Movie,United States,2020-01-30,2009,TV-MA,7.7,Comedy,0
My Suicide,Movie,United States,2018-10-01,2009,TV-MA,7.2,Comedy,0
Road Trip: Beer Pong,Movie,United States,2020-01-01,2009,R,4.9,Comedy,0
Shorts,Movie,United States,2019-07-01,2009,PG,4.7,Comedy,0
"The Goods: Live Hard, Sell Hard",Movie,United States,2019-11-20,2009,R,5.8,Comedy,0
The Invention of Lying,Movie,United States,2020-01-01,2009,PG-13,6.4,Comedy,0
Race to Witch Mountain,Movie,United States,2019-07-01,2009,PG,5.7,Children,1
The Princess and the Frog,Movie,United States,2019-07-16,2009,G,7.1,Children,1
Chloe,Movie,United States,2020-01-01,2009,R,6.3,Thrillers,0
Ezel,TV Show,Turkey,2016-12-26,2009,TV-14,8.6,Crime,1
Barah Aana,Movie,India,2019-12-31,2009,TV-14,6.8,Drama,0
Billu,Movie,India,2018-04-01,2009,TV-PG,6.2,Drama,0
Dev.D,Movie,India,2018-10-01,2009,TV-MA,8.0,Drama,0
Harishchandrachi Factory,Movie,India,2018-10-01,2009,TV-PG,8.4,Drama,0
Jail,Movie,India,2019-12-31,2009,TV-14,6.2,Drama,0
Kaminey,Movie,India,2018-10-01,2009,TV-14,7.4,Drama,0
Kisaan,Movie,India,2018-10-01,2009,TV-14,5.4,Drama,0
Luck by Chance,Movie,India,2019-12-15,2009,TV-14,7.0,Drama,0
Agyaat,Movie,India,2018-10-01,2009,TV-14,2.9,Horror,0
3 Idiots,Movie,India,2019-08-01,2009,PG-13,8.4,Comedy,0
Aagey Se Right,Movie,India,2018-11-01,2009,TV-14,5.1,Comedy,0
Dhoondte Reh Jaoge,Movie,India,2018-11-01,2009,TV-14,5.6,Comedy,0
Wake Up Sid,Movie,India,2018-10-01,2009,TV-14,7.6,Comedy,0
What's Your Raashee?,Movie,India,2020-08-15,2009,TV-PG,4.6,Comedy,0
Kurbaan,Movie,India,2018-10-01,2009,TV-14,5.7,Thrillers,0
Iris,TV Show,South Korea,2020-05-16,2009,TV-14,7.9,Action & Adventure,1
Garfield's Pet Force,Movie,South Korea,2020-01-01,2009,G,4.1,Comedy,1
Boys Over Flowers,TV Show,South Korea,2020-05-16,2009,TV-14,8.0,Romance,1
Cain and Abel,TV Show,South Korea,2019-03-12,2009,TV-MA,7.7,Romance,1
Garuda Di Dadaku,Movie,Indonesia,2018-10-09,2009,TV-PG,6.7,Drama,1
The Dreamer,Movie,Indonesia,2018-10-04,2009,TV-PG,6.8,Drama,1
Fairy Tail,TV Show,Japan,2017-04-01,2009,TV-MA,8.0,Anime,1
Trailer Park Boys: Countdown to Liquor Day,Movie,Canada,2018-03-30,2009,R,7.4,Comedy,0
Inglourious Basterds,Movie,Germany,2019-07-22,2009,R,8.3,Action & Adventure,0
Ninja Assassin,Movie,Germany,2019-02-01,2009,R,6.3,Action & Adventure,0
Einsatzgruppen: The Nazi Death Squads,TV Show,France,2016-11-10,2009,TV-MA,7.6,Documentaries,1
Moon,Movie,United Kingdom,2020-01-01,2009,R,7.9,Drama,1
You Changed My Life,Movie,Philippines,2019-02-27,2009,TV-PG,6.5,Comedy,0
Autumn's Concerto,TV Show,Taiwan,2016-08-01,2009,TV-14,8.0,Drama,1
Easy Fortune Happy Life,TV Show,Taiwan,2016-09-01,2009,TV-MA,5.6,Comedy,0
Game Winning Hit,TV Show,Taiwan,2016-09-01,2009,TV-MA,1.8,Comedy,0
District 9,Movie,South Africa,2019-11-04,2009,R,7.9,Action & Adventure,0
H2O: Just Add Water,TV Show,Australia,2020-10-02,2009,TV-PG,7.2,Drama,1
Phobia 2,Movie,Thailand,2018-09-05,2009,TV-MA,6.7,Horror,0
Look for a Star,Movie,Hong Kong,2018-12-01,2009,TV-14,5.6,Comedy,0
Accident,Movie,Hong Kong,2018-12-01,2009,TV-MA,6.6,Thrillers,0
A Stoning in Fulham County,Movie,United States,2011-10-01,1988,TV-14,5.7,Drama,1
Highway to Heaven,TV Show,United States,2016-11-01,1988,TV-PG,6.7,Drama,1
Quiet Victory: The Charlie Wedemeyer Story,Movie,United States,2011-10-01,1988,TV-PG,7.7,Drama,1
Child's Play,Movie,United States,2019-12-31,1988,R,6.6,Horror,0
Killer Klowns from Outer Space,Movie,United States,2020-04-01,1988,PG-13,6.2,Comedy,0
School Daze,Movie,United States,2020-11-01,1988,R,6.0,Comedy,0
The Naked Gun: From the Files of Police Squad!,Movie,United States,2021-01-01,1988,PG-13,7.6,Comedy,0
Aakhri Adaalat,Movie,India,2017-09-01,1988,TV-14,5.3,Action & Adventure,0
Painted Faces,Movie,Hong Kong,2018-08-16,1988,TV-PG,7.0,Drama,0
Adam: His Song Continues,Movie,United States,2011-10-01,1986,TV-MA,7.2,Drama,1
Ferris Bueller's Day Off,Movie,United States,2020-01-03,1986,PG-13,7.8,Comedy,1
Shaka Zulu,TV Show,Italy,2019-01-10,1986,TV-14,7.7,Drama,1
Saint Seiya,TV Show,Japan,2020-04-01,1986,TV-14,8.4,Anime,1
Martial Arts of Shaolin,Movie,Hong Kong,2018-08-16,1986,R,6.6,Action & Adventure,1
Black Snake Moan,Movie,United States,2019-11-20,2007,R,6.9,Drama,1
The 4400,TV Show,United States,2013-09-01,2007,TV-14,7.3,Drama,1
There Will Be Blood,Movie,United States,2020-03-01,2007,R,8.2,Drama,1
Ghost Rider,Movie,United States,2020-10-01,2007,PG-13,5.2,Action & Adventure,0
Frank and Cindy,Movie,United States,2016-04-01,2007,TV-MA,6.1,Documentaries,1
The Pixar Story,Movie,United States,2018-11-18,2007,G,7.8,Documentaries,1
Bee Movie,Movie,United States,2017-01-01,2007,PG,6.1,Comedy,1
Dinner for Five,TV Show,United States,2008-02-04,2007,TV-MA,8.1,Comedy,1
Garfield Gets Real,Movie,United States,2020-01-01,2007,TV-Y,4.4,Comedy,1
Hot Rod,Movie,United States,2019-11-20,2007,PG-13,6.7,Comedy,1
Murder Party,Movie,United States,2018-09-01,2007,NR,5.8,Comedy,1
The Heartbreak Kid,Movie,United States,2020-05-01,2007,R,5.8,Comedy,1
Avatar: The Last Airbender,TV Show,United States,2020-05-15,2007,TV-Y7,9.2,Children,1
The Future of Water,TV Show,Norway,2016-07-01,2007,TV-PG,7.6,Documentaries,1
Bhool Bhulaiyaa,Movie,India,2017-10-22,2007,TV-14,7.3,Drama,1
Guru,Movie,India,2018-03-01,2007,TV-PG,7.7,Drama,1
Shootout at Lokhandwala,Movie,India,2019-05-15,2007,UR,7.1,Drama,1
Dhamaal,Movie,India,2019-12-31,2007,TV-14,7.3,Comedy,0
Hattrick,Movie,India,2018-11-01,2007,TV-14,4.2,Comedy,0
Honeymoon Travels Pvt. Ltd.,Movie,India,2019-12-15,2007,TV-14,6.1,Comedy,0
Namastey London,Movie,India,2018-07-01,2007,TV-14,7.1,Comedy,0
Om Shanti Om,Movie,India,2018-04-01,2007,TV-14,6.7,Comedy,0
Just Another Love Story,Movie,Denmark,2009-05-05,2007,TV-MA,7.2,Drama,1
Gurren Lagann,TV Show,Japan,2017-09-01,2007,TV-14,8.3,Anime,1
Intelligence,TV Show,Canada,2017-07-19,2007,TV-MA,8.2,Crime,1
Bo on the Go!,TV Show,Canada,2019-03-21,2007,TV-Y,5.2,Children,0
Dhan Dhana Dhan Goal,Movie,United Kingdom,2018-11-01,2007,TV-14,4.9,Drama,1
A Love Story,Movie,Philippines,2019-03-14,2007,TV-14,6.5,Drama,1
The Aerial,Movie,Argentina,2018-04-01,2007,TV-MA,7.4,Drama,1
Train of the Dead,Movie,Thailand,2018-07-25,2007,TV-MA,3.5,Horror,0
Secret,Movie,Hong Kong,2018-07-01,2007,TV-PG,7.5,Drama,0
Twins Mission,Movie,Hong Kong,2019-07-21,2007,TV-MA,5.3,Action & Adventure,0
Center Stage,Movie,United States,2020-01-01,2000,PG-13,6.7,Drama,0
Joseph: King of Dreams,Movie,United States,2011-09-27,2000,TV-PG,6.5,Drama,0
Final Destination,Movie,United States,2020-01-01,2000,R,6.7,Horror,0
What Lies Beneath,Movie,United States,2020-01-01,2000,PG-13,6.6,Horror,0
Star Trek: Voyager,TV Show,United States,2017-10-01,2000,TV-PG,7.8,Action & Adventure,0
How the Grinch Stole Christmas,Movie,United States,2017-06-01,2000,PG,6.2,Comedy,0
Scary Movie,Movie,United States,2020-01-01,2000,R,6.2,Comedy,0
Snow Day,Movie,United States,2020-01-01,2000,PG,5.1,Comedy,0
Fiza,Movie,India,2018-08-02,2000,TV-14,6.1,Drama,0
Papa the Great,Movie,India,2017-12-08,2000,TV-PG,5.4,Comedy,0
Phir Bhi Dil Hai Hindustani,Movie,India,2018-04-01,2000,TV-14,6.2,Comedy,0
Rugrats in Paris: The Movie,Movie,Germany,2019-10-01,2000,G,6.1,Comedy,0
Where the Money Is,Movie,Germany,2020-01-15,2000,PG-13,6.2,Comedy,0
Equilibrium,Movie,United States,2019-06-08,2002,R,7.4,Drama,0
The Ring,Movie,United States,2020-01-01,2002,PG-13,7.1,Horror,0
The Time Machine,Movie,United States,2019-11-23,2002,PG-13,6.0,Action & Adventure,0
Austin Powers in Goldmember,Movie,United States,2019-12-01,2002,PG-13,6.2,Comedy,0
Martin Lawrence Live: Runteldat,Movie,United States,2019-12-01,2002,R,5.4,Comedy,0
Stuart Little 2,Movie,United States,2020-01-01,2002,PG,5.4,Comedy,0
Deewangee,Movie,India,2020-01-03,2002,TV-MA,6.6,Thrillers,0
Die Another Day,Movie,United Kingdom,2019-12-31,2002,PG-13,6.1,Action & Adventure,0
Lavender,TV Show,Taiwan,2019-01-15,2002,TV-14,5.4,Drama,0
Shark Busters,Movie,Hong Kong,2018-08-16,2002,TV-14,6.3,Drama,0
Hamburger Hill,Movie,United States,2019-11-23,1987,R,6.7,Drama,1
La Bamba,Movie,United States,2020-01-01,1987,PG-13,6.9,Drama,1
Strange Voices,Movie,United States,2011-10-01,1987,TV-PG,6.5,Drama,1
Mad Ron's Prevues from Hell,Movie,United States,2010-11-01,1987,NR,6.1,Horror,0
Sam Kinison: Breaking the Rules,Movie,United States,2018-12-31,1987,TV-MA,7.3,Comedy,1
In Defense of a Married Man,Movie,United States,2011-10-01,1990,TV-14,5.6,Drama,1
Unspeakable Acts,Movie,United States,2011-10-01,1990,TV-14,6.2,Drama,1
Twin Peaks,TV Show,United States,2017-07-01,1990,TV-14,8.8,Crime,1
Pee-wee's Playhouse,TV Show,United States,2014-12-18,1990,TV-PG,8.0,Comedy,1
Tim Allen: Men Are Pigs,Movie,United States,2018-12-31,1990,TV-MA,5.9,Comedy,1
Tremors,Movie,United States,2020-01-01,1990,PG-13,7.1,Comedy,1
Agneepath,Movie,India,2020-04-01,1990,TV-14,7.7,Drama,1
Ghayal,Movie,India,2019-12-31,1990,TV-14,7.6,Drama,1
Shiva,Movie,India,2019-12-31,1990,TV-MA,8.0,Drama,1
Magnolia,Movie,United States,2020-01-01,1999,R,8.0,Drama,1
Star Trek: Deep Space Nine,TV Show,United States,2017-01-01,1999,TV-14,7.9,Action & Adventure,1
The Matrix,Movie,United States,2019-11-01,1999,R,8.7,Action & Adventure,1
Austin Powers: The Spy Who Shagged Me,Movie,United States,2019-12-01,1999,PG-13,6.6,Comedy,1
Mystery Science Theater 3000,TV Show,United States,2018-03-15,1999,TV-14,8.5,Comedy,1
Tarzan,Movie,United States,2018-06-23,1999,G,7.3,Children,1
Stuart Little,Movie,Germany,2020-01-01,1999,PG,5.9,Comedy,1
The World Is Not Enough,Movie,United Kingdom,2019-12-31,1999,PG-13,6.4,Action & Adventure,1
Chewin' the Fat,TV Show,United Kingdom,2016-10-01,1999,TV-14,8.2,Comedy,1
My Girl,Movie,United States,2020-01-01,1991,PG-13,6.9,Drama,1
Sam Kinison: Family Entertainment Hour,Movie,United States,2018-12-31,1991,TV-MA,6.7,Comedy,1
Sam Kinison: Live in Vegas,Movie,United States,2018-12-31,1991,TV-MA,6.7,Comedy,1
Bill Hicks: One Night Stand,Movie,United Kingdom,2018-12-31,1991,TV-MA,8.2,Comedy,1
Mystic River,Movie,United States,2019-09-01,2003,R,7.9,Drama,1
Final Destination 2,Movie,United States,2020-01-01,2003,R,6.2,Horror,0
Terminator 3: Rise of the Machines,Movie,United States,2020-01-01,2003,R,6.3,Action & Adventure,0
The Matrix Reloaded,Movie,United States,2019-11-01,2003,R,7.2,Action & Adventure,0
The Matrix Revolutions,Movie,United States,2019-11-01,2003,R,6.8,Action & Adventure,0
Bad Boys II,Movie,United States,2019-10-01,2003,R,6.6,Comedy,1
Melvin Goes to Dinner,Movie,United States,2018-07-01,2003,R,6.8,Comedy,1
What a Girl Wants,Movie,United States,2020-05-01,2003,PG,5.8,Comedy,1
Chalte Chalte,Movie,India,2018-07-01,2003,TV-14,6.6,Drama,1
Hazaaron Khwaishein Aisi,Movie,India,2019-04-15,2003,TV-MA,7.9,Drama,1
Bhoot,Movie,India,2019-12-31,2003,TV-MA,6.5,Horror,0
Darna Mana Hai,Movie,India,2019-08-01,2003,TV-MA,6.3,Horror,0
Jhankaar Beats,Movie,India,2019-04-15,2003,TV-14,7.2,Comedy,0
Kal Ho Naa Ho,Movie,India,2020-04-01,2003,TV-14,8.0,Comedy,0
Mumbai Matinee,Movie,India,2019-04-15,2003,TV-14,5.2,Comedy,0
The Gathering,Movie,Indonesia,2018-12-08,2003,TV-14,7.2,Comedy,1
Playing for Time,Movie,United States,2017-12-01,1980,TV-14,7.4,Drama,1
Popeye,Movie,United States,2019-11-24,1980,PG,5.3,Comedy,1
Khubsoorat,Movie,India,2019-12-31,1980,TV-PG,7.7,Comedy,0
Alibaba Aur 40 Chor,Movie,Soviet Union,2018-01-15,1980,TV-14,6.2,Action & Adventure,0
Soul Surfer,Movie,United States,2020-05-17,2011,PG,7.0,Drama,1
War Horse,Movie,United States,2019-05-06,2011,PG-13,7.2,Drama,1
Apollo 18,Movie,United States,2019-03-09,2011,PG-13,5.2,Horror,0
Forensic Files,TV Show,United States,2016-09-01,2011,TV-MA,8.8,Crime,1
Being Elmo: A Puppeteer's Journey,Movie,United States,2012-02-21,2011,PG,7.6,Documentaries,1
Forks Over Knives,Movie,United States,2019-10-03,2011,PG,7.7,Documentaries,1
